Annotation	word	definitions	BM_original	Source	VVAA	A1	A2	precission_definitions_mean	ic_precission_definitions_mean	familiarity_definitions_mean	imageability_definitions_mean	concreteness_definitions_mean	physicality_definitions_mean
guided	good	moral excellence or admirableness	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	1.0	0.0	1.0	5.75	1.52	532.33	3.15	1.86	3.85
guided	good	that which is pleasing or valuable or useful	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	3.17	0.0	514.0	5.43	2.31	2.62
guided	good	articles of commerce	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	1.0	10.0	0.0	552.0	3.43	2.76	3.42
guided	good	having desirable or positive qualities especially those suitable for a thing specified	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	2.9		478.57	3.91	2.15	3.82
guided	good	having the normally expected amount	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	3.25		475.67	4.32	2.28	2.12
guided	good	morally admirable	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	1.0	0.0		577.0	2.58	1.6	2.36
guided	good	deserving of esteem and respect	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	3.67		511.67	5.36	1.83	3.33
guided	good	promoting or enhancing well-being	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	5.25		484.67	06.06		2.69
guided	good	agreeable or pleasing	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	3.33		476.5	4.88	2.32	3.24
guided	good	of moral excellence	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	1.0	4.5		543.5	2.74	1.94	4.37
guided	good	having or showing knowledge and skill and aptitude	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	4.33		546.75	5.22	2.12	3.26
guided	good	thorough	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	0.0		456.0	5.46	1.66	3.1
guided	good	with or in a close or intimate relationship	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	5.29		374.67	3.85	2.69	1.89
guided	good	financially sound	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	0.0		479.0	4.81	03.02	2.0
guided	good	most suitable or right for a particular purpose	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	3.14		537.25	4.2	2.29	2.98
guided	good	resulting favorably	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	0.5		515.5	5.46	1.9	2.49
guided	good	exerting force or influence	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	3.75		540.33	4.17	2.56	3.68
guided	good	capable of pleasing	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	4.5		548.0	5.94	2.38	2.38
guided	good	appealing to the mind	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	2.5		473.5	4.59	2.34	3.73
guided	good	in excellent physical condition	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	1.0	2.75		524.33	4.11	2.52	2.86
guided	good	tending to promote physical well-being; beneficial to health	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	2.67		516.43	4.5	2.32	2.99
guided	good	not forged	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	1.0	1.0	1.0	1.0		546.0	06.09	3.22	3.0
guided	good	not left to spoil	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	1.0	1.0	4.67		412.0	04.05	3.26	1.3
guided	good	generally admired	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	0.0		490.0	4.1	1.74	2.8
guided	good	(often used as a combining form) in a good or proper or satisfactory manner or to a high standard (`good' is a nonstandard dialectal variant for `well')	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	4.52		494.74	5.27	2.37	2.96
guided	good	completely and absolutely (`good' is sometimes used informally for `thoroughly')	it is most suitable or right for a particular purpose	https://doi.org/10.5539/ells.v10n3p63	0.0	0.0	0.0	0.29		503.15	5.26	2.0	2.92
guided	track	a line or route along which something travels or moves	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	0.0	4.38	2.27	535.83	4.58	3.21	3.27
guided	track	evidence pointing to a possible solution	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	0.0	0.0	4.0	0.6	535.75	4.82	2.97	2.17
guided	track	a pair of parallel rails providing a runway for wheels	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	6.25	1.42	468.4	5.98	3.8	3.25
guided	track	a course over which races are run	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	6.33	0.52	530.67	06.05	3.91	3.72
guided	track	a distinct selection of music from a recording or a compact disc	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	0.0	6.7	1.11	524.67	5.38	3.39	2.62
guided	track	an endless metal belt on which tracked vehicles move over the ground	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	2.7	0.4	500.71	4.27	3.88	2.64
guided	track	(computer science) one of the circular magnetic paths on a magnetic disk that serve as a guide for writing and reading data	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	5.0	0.57	439.27	05.04	3.87	03.02
guided	track	a groove on a phonograph recording	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	7.17	2.21	557.67	5.93	04.02	3.13
guided	track	a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	5.56	1.77	471.85	5.11	04.05	2.87
guided	track	any road or path affording passage especially a rough one	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	3.8	0.84	506.71	5.19	3.67	3.48
guided	track	the act of participating in an athletic competition involving running on a track	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	1.0	1.0	1.0	4.9	2.35	456.14	4.4	3.52	2.65
guided	track	carry on the feet and deposit	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	4.0	0.0	501.0	4.89	4.29	3.13
guided	track	observe or plot the moving path of something	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	3.8	0.0	544.2	4.44	3.16	2.97
guided	track	go after with the intent to catch	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	3.5	0.0	399.67	4.33	2.93	2.58
guided	track	travel across or pass over	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0		2.4	1.85	419.5	5.47	3.37	3.55
guided	track	make tracks upon	rough and unpaved road or path. There is some direction for people to follow.	https://doi.org/10.5539/ells.v10n3p64	0.0	1.0	1.0	1.5	6.9	393.33	6.0	3.27	2.9
guided	open	a clear or unobstructed space or expanse of land or water	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	6.3	1.85	480.17	5.31	3.68	2.75
guided	open	where the air is unconfined	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	1.0	1.0	1.0	1.67	4.94	387.5	4.55	3.54	4.1
guided	open	a tournament in which both professionals and amateurs may play	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	6.0	1.63	426.0	4.82	3.45	2.49
guided	open	information that has become public	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	3.0	0.6	570.67	5.45	2.33	2.42
guided	open	cause to open or to become open	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0		4.0	0.0	520.0	5.57	2.6	2.81
guided	open	start to operate or function or cause to start operating or functioning	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	3.9	0.0	521.14	5.31	2.7	3.36
guided	open	become open	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0		3.0	0.0	557.5	6.47	2.38	3.1
guided	open	begin or set in action, of meetings, speeches, recitals, etc.	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	4.75	0.0	499.0	5.23	3.1	03.07
guided	open	spread out or open from a closed or folded state	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	4.62	5.43	496.8	4.45	3.58	2.39
guided	open	make available	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	1.0	0.0	429.0	05.04	2.39	3.13
guided	open	become available	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	1.5	0.0	508.5	5.1	1.82	03.04
guided	open	have an opening or passage or outlet	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	1.0	5.43	4.21	584.67	05.09	3.97	2.77
guided	open	make the opening move	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0		4.33	7.5	482.33	5.47	3.24	2.45
guided	open	afford access to	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0		0.5	3.62	430.0	4.99	2.27	3.15
guided	open	display the contents of a file or start an application as on a computer	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	6.42	0.0	477.8	5.14	3.86	3.11
guided	open	affording unobstructed entrance and exit; not shut or closed	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	2.5		516.0	5.2	3.53	3.5
guided	open	affording free passage or access	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	1.0	3.8		538.25	4.5	2.85	3.57
guided	open	with no protection or shield	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	4.5		545.5	4.74	3.58	2.45
guided	open	open to or in view of all	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	1.0	4.0		519.5	05.09	3.21	3.29
guided	open	used of mouth or eyes	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	5.5		462.67	3.46	04.09	2.85
guided	open	not having been filled	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	1.0	1.0		451.0	4.44	03.03	2.7
guided	open	accessible to all	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0		0.0		424.0	3.68	1.8	1.73
guided	open	not defended or capable of being defended	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	1.0	0.0	0.0	3.5		524.33	5.6	2.21	1.97
guided	open	(of textures) full of small openings or gaps	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	4.67		465.67	05.04	3.61	3.23
guided	open	having no protecting cover or enclosure	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	2.83		538.33	4.84	3.44	3.24
guided	open	(set theory) of an interval that contains neither of its endpoints	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	5.62		459.0	4.7	2.27	3.68
guided	open	not brought to a conclusion; subject to further thought	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	2.86		514.6	5.0	2.36	3.46
guided	open	not sealed or having been unsealed	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	1.5		505.0	4.67	3.53	3.1
guided	open	without undue constriction as from e.g. tenseness or inhibition	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	6.17		434.43	4.98	2.22	2.91
guided	open	ready or willing to receive favorably	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	2.8		523.0	5.95	2.13	2.9
guided	open	open and observable; not secret or hidden	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	1.0	1.8		539.2	4.0	2.68	3.62
guided	open	not requiring union membership	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	3.75		489.33	5.1	3.21	3.15
guided	open	possibly accepting or permitting	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	2.25		422.67	5.39	1.74	2.53
guided	open	affording free passage or view	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	1.0	1.0	5.0		513.0	3.91	03.02	3.31
guided	open	openly straightforward and direct without reserve or secretiveness	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	0.0	0.0	0.0	3.5		527.83	4.81	1.96	2.84
guided	open	ready for business	opening something closed or blocked, such as a blocked path	http://dx.doi.org/doi:10.1080/10926488.2014.859048	1.0	0.0	0.0	4.0		562.0	4.84	2.68	03.05
guided	bridge	a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	1.0	6.0	01.06	486.82	5.14	4.45	2.69
guided	bridge	a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	1.0	5.71	0.78	496.21	5.14	3.97	3.27
guided	bridge	something resembling a bridge in form or function	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	0.0	5.5	02.02	486.6	4.5	2.96	3.62
guided	bridge	the hard ridge that forms the upper part of the nose	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	1.0	5.17	0.8	492.5	3.58	3.82	2.64
guided	bridge	any of various card games based on whist for four players	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	0.0	3.44	1.85	479.71	4.21	3.52	03.03
guided	bridge	a wooden support that holds the strings up	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	1.0	4.0	01.04	545.5	05.04	3.97	2.35
guided	bridge	a denture anchored to teeth on either side of missing teeth	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	1.0	4.56	2.8	524.57	05.06	3.77	2.35
guided	bridge	the link between two lenses; rests on the nose	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	1.0	4.29	1.42	526.0	4.95	4.28	3.34
guided	bridge	an upper deck where a ship is steered and the captain stands	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	1.0	5.44	1.2	423.5	4.68	4.27	3.53
guided	bridge	connect or reduce the distance between	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	0.0	0.0	4.0	0.0	502.0	4.44	2.68	2.86
guided	bridge	make a bridge across	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	0.0	1.0	4.0	0.0	407.0	5.86	3.57	4.21
guided	bridge	cross over on a bridge	structure crossing a gap, road or river	http://dx.doi.org/doi:10.1080/10926488.2014.859049	0.0	1.0	1.0	3.25	0.0	484.5	5.52	4.7	04.03
guided	crooked	bend or cause to bend	The adjective 'crooked' means not a straight line; bent or twisted; for example: """"a village of crooked streets""""	DOI:10.25130/jtuh.28.3.4.2021.23	0.0	1.0	1.0	3.5	04.04	462.33	5.62	3.4	2.39
guided	crooked	having or marked by bends or angles; not straight or aligned	The adjective 'crooked' means not a straight line; bent or twisted; for example: """"a village of crooked streets""""	DOI:10.25130/jtuh.28.3.4.2021.23	1.0	1.0	1.0	4.18		474.2	4.2	3.51	2.86
guided	crooked	not straight; dishonest or immoral or evasive	The adjective 'crooked' means not a straight line; bent or twisted; for example: """"a village of crooked streets""""	DOI:10.25130/jtuh.28.3.4.2021.23	0.0	0.0	0.0	3.29		589.2	3.6	02.05	3.11
guided	crooked	irregular in shape or outline	The adjective 'crooked' means not a straight line; bent or twisted; for example: """"a village of crooked streets""""	DOI:10.25130/jtuh.28.3.4.2021.23	0.0	1.0	1.0	3.8		553.0	5.62	03.06	2.71
guided	crooked	having the back and shoulders rounded; not erect	The adjective 'crooked' means not a straight line; bent or twisted; for example: """"a village of crooked streets""""	DOI:10.25130/jtuh.28.3.4.2021.23	0.0	1.0	1.0	2.17		496.75	3.47	3.86	3.22
guided	straight	a heterosexual person; someone having a sexual orientation to persons of the opposite sex	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	5.36	1.53	510.67	5.17	3.37	3.87
guided	straight	a poker hand with 5 consecutive cards (regardless of suit)	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	1.0	1.0	5.75	0.5	498.44	05.02	3.8	3.19
guided	straight	a straight segment of a roadway or racecourse	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	1.0	1.0	7.17	2.22	516.25	5.29	3.61	2.47
guided	straight	successive (without a break)	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	4.0		457.0	5.28	2.77	3.7
guided	straight	having no deviations	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0		6.33		465.0	5.59	2.96	3.33
guided	straight	(of hair) having no waves or curls	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	1.0	1.0	4.83		483.75	5.79	4.76	3.87
guided	straight	erect in posture	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	1.0	1.0	2.67		550.0	3.0	3.56	02.01
guided	straight	in keeping with the facts	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	4.0		462.0	03.06	2.19	1.4
guided	straight	characterized by honesty and fairness	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	4.0		481.0	4.78	1.71	4.27
guided	straight	no longer coiled	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	1.0	0.0	0.0	2.67		439.0	3.87	3.29	3.6
guided	straight	free from curves or angles	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	1.0	1.0	1.0	3.25		491.0	4.39	3.22	2.17
guided	straight	neatly arranged; not disorderly	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	1.0	0.0		550.0	4.63	2.64	3.18
guided	straight	not homosexual	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	2.0		298.0	4.57	3.85	03.08
guided	straight	accurately fitted; level	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	1.0	1.67		498.0	4.76	2.66	3.29
guided	straight	without evasion or compromise	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	6.33		500.33	3.28	2.14	2.52
guided	straight	without water	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	1.0	1.0	6.0		460.0	5.22	3.58	2.6
guided	straight	following a correct or logical method	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	3.83		511.0	3.5	2.48	2.51
guided	straight	rigidly conventional or old-fashioned	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	2.25		500.67	5.21	1.95	3.25
guided	straight	without deviation	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0		10.0		446.5	4.65	2.56	3.32
guided	straight	in a forthright manner; candidly or frankly	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	0.0	0.0	4.29		536.6	3.7	1.6	4.25
guided	straight	in a straight line; in a direct course	free from curves, bends, angles, or irregularities or that thing that is generated by a point moving continuously in the same direction and expressed by a linear equation	DOI:10.25130/jtuh.28.3.4.2021.24	0.0	1.0	1.0	5.57		565.0	04.08	3.31	04.06
guided	devious	indirect in departing from the accepted or proper way; misleading	The adjective 'devious' means pursuing indirect or winding course; deviating from the straightway	DOI:10.25130/jtuh.28.3.4.2021.25	0.0	0.0		1.5		547.71	5.72	2.15	3.12
guided	devious	characterized by insincerity or deceit; evasive	The adjective 'devious' means pursuing indirect or winding course; deviating from the straightway	DOI:10.25130/jtuh.28.3.4.2021.25	0.0	0.0	0.0	4.0		552.2	3.93	1.97	3.19
guided	devious	deviating from a straight course	The adjective 'devious' means pursuing indirect or winding course; deviating from the straightway	DOI:10.25130/jtuh.28.3.4.2021.25	1.0	1.0	1.0	4.5		549.0	3.71	3.29	2.74
